loan_id,customer_id,loan_type,city,employment_type,loan_amount,interest_rate,tenure_years,monthly_emi,monthly_income,emi_to_income_ratio,credit_score,loan_status,disbursal_date,amount_recovered,disbursal_year,disbursal_quarter,credit_category,emi_burden_category,is_defaulted,ltv_approx
LOAN107622,CUST207622,Home Loan,Chennai,Freelancer,4876000,9.22,25,41656,78628,53,324,NPA,2022-05-03,2028653,2022,2022Q2,Very Poor,High Burden,1,80
LOAN107623,CUST207623,Home Loan,Ahmedabad,Self-Employed,4375000,8.4,25,34934,27481,127.1,588,Active,2020-11-15,0,2020,2020Q4,Very Poor,Critical Burden,0,80
LOAN107624,CUST207624,Personal Loan,Bangalore,Business Owner,222000,14.73,5,5250,70336,7.5,682,Active,2021-11-23,0,2021,2021Q4,Fair,Low Burden,0,80
LOAN107625,CUST207625,Personal Loan,Kolkata,Business Owner,161000,13.05,1,14384,26178,54.9,511,Defaulted,2021-08-21,29989,2021,2021Q3,Very Poor,High Burden,1,80
LOAN107626,CUST207626,Auto Loan,Hyderabad,Freelancer,817000,11.02,5,17772,401095,4.4,780,Active,2020-04-19,0,2020,2020Q2,Excellent,Low Burden,0,80
LOAN107627,CUST207627,Personal Loan,Delhi,Salaried,187000,11.68,2,8775,70350,12.5,698,Active,2022-03-31,0,2022,2022Q1,Fair,Low Burden,0,80
LOAN107628,CUST207628,Education Loan,Ahmedabad,Self-Employed,540000,8.71,15,5384,77180,7,660,Active,2020-10-09,0,2020,2020Q4,Fair,Low Burden,0,80
LOAN107629,CUST207629,Home Loan,Kolkata,Self-Employed,4342000,9.09,20,39318,100030,39.3,646,Active,2021-07-15,0,2021,2021Q3,Poor,Moderate Burden,0,80
LOAN107630,CUST207630,Personal Loan,Jaipur,Business Owner,178000,12.7,2,8437,144751,5.8,858,Closed,2023-03-08,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN107631,CUST207631,Personal Loan,Kolkata,Freelancer,144000,13.09,5,3283,206590,1.6,697,Defaulted,2023-02-11,0,2023,2023Q1,Fair,Low Burden,1,80
LOAN107632,CUST207632,Auto Loan,Bangalore,Business Owner,1148000,8.76,3,36378,82170,44.3,623,Active,2022-07-01,0,2022,2022Q3,Poor,High Burden,0,80
LOAN107633,CUST207633,Home Loan,Kolkata,Freelancer,904000,7.52,30,6333,281266,2.3,677,Defaulted,2023-11-29,0,2023,2023Q4,Fair,Low Burden,1,80
LOAN107634,CUST207634,Personal Loan,Delhi,Self-Employed,239000,11.06,2,11146,33927,32.9,844,Active,2021-02-10,0,2021,2021Q1,Excellent,Moderate Burden,0,80
LOAN107635,CUST207635,Business Loan,Bangalore,Freelancer,514000,14.24,5,12024,176905,6.8,899,Active,2020-04-25,0,2020,2020Q2,Excellent,Low Burden,0,80
LOAN107636,CUST207636,Education Loan,Kolkata,Business Owner,1456000,8.5,15,14338,409593,3.5,692,Closed,2023-10-29,0,2023,2023Q4,Fair,Low Burden,0,80
LOAN107637,CUST207637,Home Loan,Jaipur,Self-Employed,3570000,7.71,15,33522,66258,50.6,579,Active,2023-02-25,0,2023,2023Q1,Very Poor,High Burden,0,80
LOAN107638,CUST207638,Home Loan,Bangalore,Salaried,3650000,7.63,10,43574,366072,11.9,855,Active,2020-01-25,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN107639,CUST207639,Auto Loan,Jaipur,Salaried,217000,11.45,3,7151,75312,9.5,865,Closed,2021-03-18,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN107640,CUST207640,Home Loan,Ahmedabad,Business Owner,3761000,8.91,10,47460,149758,31.7,848,Active,2023-07-10,0,2023,2023Q3,Excellent,Moderate Burden,0,80
LOAN107641,CUST207641,Home Loan,Surat,Business Owner,1847000,9.11,30,15008,495828,3,734,Active,2020-07-16,0,2020,2020Q3,Good,Low Burden,0,80
LOAN107642,CUST207642,Education Loan,Delhi,Salaried,287000,9.47,15,2992,378276,0.8,771,Active,2021-07-03,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN107643,CUST207643,Home Loan,Delhi,Freelancer,2406000,8.33,15,23454,166532,14.1,707,Active,2020-12-28,0,2020,2020Q4,Good,Low Burden,0,80
LOAN107644,CUST207644,Home Loan,Pune,Self-Employed,1666000,8.05,10,20257,247460,8.2,769,Active,2023-02-16,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN107645,CUST207645,Auto Loan,Chennai,Self-Employed,1270000,10.42,3,41230,27157,151.8,558,NPA,2021-11-11,252718,2021,2021Q4,Very Poor,Critical Burden,1,80
LOAN107646,CUST207646,Education Loan,Hyderabad,Freelancer,388000,8.58,5,7975,85623,9.3,830,Defaulted,2021-05-20,0,2021,2021Q2,Excellent,Low Burden,1,80
LOAN107647,CUST207647,Business Loan,Bangalore,Business Owner,2884000,11.82,10,41077,39329,104.4,425,NPA,2023-10-15,335345,2023,2023Q4,Very Poor,Critical Burden,1,80
LOAN107648,CUST207648,Home Loan,Mumbai,Salaried,4641000,8.7,10,58039,215743,26.9,654,Active,2021-09-09,0,2021,2021Q3,Fair,Moderate Burden,0,80
LOAN107649,CUST207649,Personal Loan,Delhi,Salaried,415000,16.63,2,20445,22443,91.1,489,Defaulted,2021-05-02,148170,2021,2021Q2,Very Poor,Critical Burden,1,80
LOAN107650,CUST207650,Auto Loan,Pune,Business Owner,842000,10.37,7,14140,439027,3.2,862,Active,2021-01-07,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN107651,CUST207651,Personal Loan,Pune,Salaried,267000,15.57,3,9330,201545,4.6,714,Active,2021-01-10,0,2021,2021Q1,Good,Low Burden,0,80
LOAN107652,CUST207652,Home Loan,Pune,Self-Employed,1906000,7.69,25,14322,291931,4.9,701,Closed,2022-08-09,0,2022,2022Q3,Good,Low Burden,0,80
LOAN107653,CUST207653,Home Loan,Ahmedabad,Self-Employed,622000,8.9,30,4960,21298,23.3,702,Closed,2023-09-04,0,2023,2023Q3,Good,Low Burden,0,80
LOAN107654,CUST207654,Home Loan,Bangalore,Freelancer,4054000,9.16,30,33087,270417,12.2,898,Closed,2022-07-21,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN107655,CUST207655,Education Loan,Pune,Self-Employed,1395000,10.17,7,23281,57815,40.3,537,Active,2022-08-02,0,2022,2022Q3,Very Poor,High Burden,0,80
LOAN107656,CUST207656,Home Loan,Kolkata,Business Owner,3757000,7.73,25,28328,24086,117.6,313,NPA,2020-04-12,879706,2020,2020Q2,Very Poor,Critical Burden,1,80
LOAN107657,CUST207657,Education Loan,Mumbai,Self-Employed,540000,9.07,7,8707,32213,27,651,Closed,2023-10-04,0,2023,2023Q4,Fair,Moderate Burden,0,80
LOAN107658,CUST207658,Home Loan,Ahmedabad,Business Owner,1548000,8.46,10,19160,38080,50.3,311,Active,2021-04-18,0,2021,2021Q2,Very Poor,High Burden,0,80
LOAN107659,CUST207659,Personal Loan,Ahmedabad,Self-Employed,170000,14.46,2,8199,117886,7,745,Active,2023-05-17,0,2023,2023Q2,Good,Low Burden,0,80
LOAN107660,CUST207660,Auto Loan,Kolkata,Salaried,616000,10.02,5,13094,74548,17.6,844,Active,2023-09-16,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN107661,CUST207661,Education Loan,Ahmedabad,Self-Employed,830000,10.52,15,9185,25017,36.7,594,Active,2020-12-01,0,2020,2020Q4,Very Poor,Moderate Burden,0,80
LOAN107662,CUST207662,Business Loan,Mumbai,Freelancer,2571000,10.11,7,42828,51135,83.8,395,Active,2022-01-01,0,2022,2022Q1,Very Poor,Critical Burden,0,80
LOAN107663,CUST207663,Personal Loan,Pune,Business Owner,280000,16.26,1,25439,47846,53.2,304,Defaulted,2023-06-26,43994,2023,2023Q2,Very Poor,High Burden,1,80
LOAN107664,CUST207664,Home Loan,Jaipur,Salaried,1187000,7.96,10,14377,20744,69.3,391,Defaulted,2023-02-20,633963,2023,2023Q1,Very Poor,Critical Burden,1,80
LOAN107665,CUST207665,Home Loan,Kolkata,Self-Employed,2411000,7.95,25,18529,55524,33.4,864,Active,2022-08-11,0,2022,2022Q3,Excellent,Moderate Burden,0,80
LOAN107666,CUST207666,Home Loan,Bangalore,Business Owner,523000,8.47,20,4529,334846,1.4,760,Active,2023-05-23,0,2023,2023Q2,Excellent,Low Burden,0,80
LOAN107667,CUST207667,Business Loan,Bangalore,Salaried,1934000,11.64,7,33769,35800,94.3,450,Active,2023-11-30,0,2023,2023Q4,Very Poor,Critical Burden,0,80
LOAN107668,CUST207668,Business Loan,Delhi,Freelancer,479000,10.09,10,6354,102823,6.2,785,Active,2023-11-04,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN107669,CUST207669,Business Loan,Kolkata,Self-Employed,1450000,12.26,5,32445,155262,20.9,852,NPA,2021-04-20,187504,2021,2021Q2,Excellent,Low Burden,1,80
LOAN107670,CUST207670,Education Loan,Mumbai,Freelancer,360000,10.43,7,6057,141618,4.3,852,Closed,2022-07-08,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN107671,CUST207671,Personal Loan,Hyderabad,Business Owner,335000,17.09,1,30568,81306,37.6,590,Defaulted,2023-06-10,203620,2023,2023Q2,Very Poor,Moderate Burden,1,80
LOAN107672,CUST207672,Business Loan,Delhi,Business Owner,1695000,11.04,7,29058,28279,102.8,374,Active,2022-06-06,0,2022,2022Q2,Very Poor,Critical Burden,0,80
LOAN107673,CUST207673,Home Loan,Surat,Salaried,642000,9.31,30,5310,120096,4.4,872,Closed,2020-03-05,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN107674,CUST207674,Education Loan,Ahmedabad,Freelancer,1238000,10.64,15,13792,153219,9,855,Active,2021-05-21,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN107675,CUST207675,Education Loan,Kolkata,Freelancer,1844000,8.1,7,28833,345145,8.4,849,Closed,2020-09-14,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN107676,CUST207676,Personal Loan,Ahmedabad,Salaried,446000,12.2,1,39668,52796,75.1,382,Active,2020-07-27,0,2020,2020Q3,Very Poor,Critical Burden,0,80
LOAN107677,CUST207677,Education Loan,Mumbai,Salaried,1136000,9.85,10,14918,115111,13,710,Defaulted,2020-01-05,346585,2020,2020Q1,Good,Low Burden,1,80
LOAN107678,CUST207678,Business Loan,Hyderabad,Salaried,1231000,10.04,3,39744,373450,10.6,824,Closed,2020-09-14,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN107679,CUST207679,Education Loan,Surat,Freelancer,976000,8.15,15,9412,85758,11,847,Active,2021-01-02,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN107680,CUST207680,Business Loan,Ahmedabad,Freelancer,2560000,13.44,5,58826,69459,84.7,482,Defaulted,2023-12-15,648874,2023,2023Q4,Very Poor,Critical Burden,1,80
LOAN107681,CUST207681,Business Loan,Mumbai,Self-Employed,2264000,12.58,5,51028,177014,28.8,688,Active,2023-06-01,0,2023,2023Q2,Fair,Moderate Burden,0,80
LOAN107682,CUST207682,Education Loan,Ahmedabad,Self-Employed,1835000,8.89,5,37994,63149,60.2,410,Defaulted,2021-07-28,493421,2021,2021Q3,Very Poor,Critical Burden,1,80
LOAN107683,CUST207683,Education Loan,Hyderabad,Self-Employed,966000,9.21,5,20151,40014,50.4,414,Defaulted,2021-07-16,304793,2021,2021Q3,Very Poor,High Burden,1,80
LOAN107684,CUST207684,Education Loan,Bangalore,Self-Employed,1288000,9.08,10,16372,412634,4,895,Active,2021-04-29,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN107685,CUST207685,Auto Loan,Bangalore,Salaried,434000,11.07,7,7447,140159,5.3,715,Closed,2022-06-02,0,2022,2022Q2,Good,Low Burden,0,80
LOAN107686,CUST207686,Business Loan,Chennai,Freelancer,597000,14.74,5,14121,45374,31.1,726,Active,2021-11-08,0,2021,2021Q4,Good,Moderate Burden,0,80
LOAN107687,CUST207687,Auto Loan,Jaipur,Salaried,1197000,10.03,3,38641,87054,44.4,571,Active,2020-04-03,0,2020,2020Q2,Very Poor,High Burden,0,80
LOAN107688,CUST207688,Personal Loan,Hyderabad,Freelancer,159000,11.66,1,14102,385045,3.7,838,Active,2023-10-23,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN107689,CUST207689,Home Loan,Delhi,Freelancer,526000,8.67,15,5232,44612,11.7,873,Active,2023-07-21,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN107690,CUST207690,Personal Loan,Bangalore,Business Owner,344000,17.91,2,17159,79701,21.5,890,Active,2022-09-14,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN107691,CUST207691,Auto Loan,Chennai,Salaried,493000,10.15,7,8223,28055,29.3,681,Closed,2021-01-07,0,2021,2021Q1,Fair,Moderate Burden,0,80
LOAN107692,CUST207692,Personal Loan,Mumbai,Self-Employed,106000,15.87,1,9611,34547,27.8,798,Active,2023-09-29,0,2023,2023Q3,Excellent,Moderate Burden,0,80
LOAN107693,CUST207693,Personal Loan,Jaipur,Business Owner,177000,16.95,5,4394,33017,13.3,655,Active,2022-08-28,0,2022,2022Q3,Fair,Low Burden,0,80
LOAN107694,CUST207694,Personal Loan,Mumbai,Salaried,251000,15.63,2,12245,64730,18.9,746,Active,2021-11-19,0,2021,2021Q4,Good,Low Burden,0,80
LOAN107695,CUST207695,Auto Loan,Mumbai,Freelancer,278000,11.43,5,6104,479981,1.3,715,Active,2020-06-15,0,2020,2020Q2,Good,Low Burden,0,80
LOAN107696,CUST207696,Education Loan,Bangalore,Business Owner,1270000,8.57,5,26099,109923,23.7,855,Active,2021-12-01,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN107697,CUST207697,Education Loan,Jaipur,Self-Employed,230000,9.65,10,2995,406751,0.7,769,Active,2021-08-23,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN107698,CUST207698,Personal Loan,Jaipur,Self-Employed,402000,14.46,2,19389,30287,64,556,Defaulted,2020-08-03,183156,2020,2020Q3,Very Poor,Critical Burden,1,80
LOAN107699,CUST207699,Home Loan,Ahmedabad,Freelancer,4729000,7.72,30,33781,38549,87.6,400,Defaulted,2020-10-22,0,2020,2020Q4,Very Poor,Critical Burden,1,80
LOAN107700,CUST207700,Business Loan,Jaipur,Business Owner,2337000,13.7,10,35865,377941,9.5,860,Active,2020-12-09,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN107701,CUST207701,Personal Loan,Hyderabad,Salaried,265000,12.67,2,12558,145332,8.6,661,Defaulted,2022-06-17,99788,2022,2022Q2,Fair,Low Burden,1,80
LOAN107702,CUST207702,Auto Loan,Delhi,Self-Employed,203000,9.38,5,4251,58358,7.3,784,Active,2021-02-07,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN107703,CUST207703,Auto Loan,Pune,Freelancer,203000,10.39,5,4352,83752,5.2,748,Active,2023-12-10,0,2023,2023Q4,Good,Low Burden,0,80
LOAN107704,CUST207704,Business Loan,Pune,Freelancer,2415000,10.32,7,40492,76476,52.9,304,Active,2023-01-31,0,2023,2023Q1,Very Poor,High Burden,0,80
LOAN107705,CUST207705,Business Loan,Hyderabad,Business Owner,846000,14.7,7,16183,403846,4,799,Closed,2021-01-26,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN107706,CUST207706,Auto Loan,Pune,Business Owner,1381000,9.85,5,29240,83248,35.1,676,Defaulted,2023-10-13,151683,2023,2023Q4,Fair,Moderate Burden,1,80
LOAN107707,CUST207707,Home Loan,Bangalore,Freelancer,4606000,7.67,25,34549,50757,68.1,330,Defaulted,2023-12-26,1841449,2023,2023Q4,Very Poor,Critical Burden,1,80
LOAN107708,CUST207708,Business Loan,Kolkata,Freelancer,905000,13.49,5,20819,486164,4.3,839,Active,2022-03-06,0,2022,2022Q1,Excellent,Low Burden,0,80
LOAN107709,CUST207709,Personal Loan,Kolkata,Self-Employed,131000,16.71,5,3235,27526,11.8,689,Active,2022-06-27,0,2022,2022Q2,Fair,Low Burden,0,80
LOAN107710,CUST207710,Auto Loan,Kolkata,Business Owner,553000,10.09,3,17867,351435,5.1,725,Active,2022-08-28,0,2022,2022Q3,Good,Low Burden,0,80
LOAN107711,CUST207711,Personal Loan,Jaipur,Self-Employed,321000,12.9,5,7287,35191,20.7,829,Active,2020-09-22,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN107712,CUST207712,Home Loan,Bangalore,Freelancer,840000,8.89,30,6692,61874,10.8,752,Active,2021-12-03,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN107713,CUST207713,Education Loan,Surat,Business Owner,568000,10.96,7,9714,186509,5.2,660,NPA,2020-12-04,160572,2020,2020Q4,Fair,Low Burden,1,80
LOAN107714,CUST207714,Business Loan,Mumbai,Business Owner,662000,14.59,10,10515,61280,17.2,784,Closed,2023-12-12,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN107715,CUST207715,Personal Loan,Pune,Business Owner,281000,16.58,1,25573,33557,76.2,473,Defaulted,2020-07-26,30209,2020,2020Q3,Very Poor,Critical Burden,1,80
LOAN107716,CUST207716,Education Loan,Ahmedabad,Salaried,1930000,10.42,15,21239,24762,85.8,422,NPA,2023-01-15,1148011,2023,2023Q1,Very Poor,Critical Burden,1,80
LOAN107717,CUST207717,Auto Loan,Mumbai,Business Owner,1018000,8.34,7,16040,316672,5.1,876,Active,2021-07-03,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN107718,CUST207718,Personal Loan,Ahmedabad,Salaried,368000,15.66,3,12876,69279,18.6,719,Closed,2023-01-30,0,2023,2023Q1,Good,Low Burden,0,80
LOAN107719,CUST207719,Auto Loan,Ahmedabad,Freelancer,874000,8.48,3,27582,30048,91.8,355,Defaulted,2023-02-17,401308,2023,2023Q1,Very Poor,Critical Burden,1,80
LOAN107720,CUST207720,Education Loan,Bangalore,Salaried,813000,8.76,7,12982,24853,52.2,561,Active,2021-07-23,0,2021,2021Q3,Very Poor,High Burden,0,80
LOAN107721,CUST207721,Auto Loan,Pune,Self-Employed,601000,11.61,3,19850,106716,18.6,787,Active,2023-07-16,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN107722,CUST207722,Home Loan,Delhi,Freelancer,2348000,9.07,30,19011,22207,85.6,434,Defaulted,2021-05-22,1224336,2021,2021Q2,Very Poor,Critical Burden,1,80
LOAN107723,CUST207723,Auto Loan,Delhi,Salaried,1227000,9.23,7,19885,43342,45.9,676,Defaulted,2022-02-04,196320,2022,2022Q1,Fair,High Burden,1,80
LOAN107724,CUST207724,Business Loan,Jaipur,Self-Employed,2190000,14.62,7,41794,35526,117.6,425,Active,2021-02-01,0,2021,2021Q1,Very Poor,Critical Burden,0,80
LOAN107725,CUST207725,Personal Loan,Hyderabad,Freelancer,241000,17.34,2,11955,70117,17.1,803,Defaulted,2020-08-21,0,2020,2020Q3,Excellent,Low Burden,1,80
LOAN107726,CUST207726,Home Loan,Surat,Salaried,3140000,8.01,30,23062,185204,12.5,826,Active,2022-09-18,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN107727,CUST207727,Business Loan,Hyderabad,Self-Employed,722000,14.73,5,17074,27238,62.7,429,Active,2020-03-18,0,2020,2020Q1,Very Poor,Critical Burden,0,80
LOAN107728,CUST207728,Home Loan,Jaipur,Freelancer,3926000,7.58,15,36573,90785,40.3,581,Closed,2021-11-21,0,2021,2021Q4,Very Poor,High Burden,0,80
LOAN107729,CUST207729,Business Loan,Surat,Self-Employed,1571000,14.19,7,29606,50871,58.2,502,Defaulted,2020-05-04,241320,2020,2020Q2,Very Poor,Critical Burden,1,80
LOAN107730,CUST207730,Personal Loan,Kolkata,Business Owner,192000,12.24,2,9060,23812,38,509,Defaulted,2023-10-01,68492,2023,2023Q4,Very Poor,Moderate Burden,1,80
LOAN107731,CUST207731,Home Loan,Mumbai,Self-Employed,4305000,7.51,25,31842,39789,80,431,Defaulted,2023-10-29,2697195,2023,2023Q4,Very Poor,Critical Burden,1,80
LOAN107732,CUST207732,Personal Loan,Bangalore,Business Owner,451000,16.4,5,11064,159417,6.9,767,Closed,2021-12-06,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN107733,CUST207733,Home Loan,Ahmedabad,Freelancer,2574000,7.78,25,19493,124241,15.7,891,Defaulted,2022-05-17,0,2022,2022Q2,Excellent,Low Burden,1,80
LOAN107734,CUST207734,Education Loan,Chennai,Freelancer,1976000,9.22,5,41230,24899,165.6,551,Defaulted,2020-07-11,889527,2020,2020Q3,Very Poor,Critical Burden,1,80
LOAN107735,CUST207735,Home Loan,Kolkata,Salaried,3904000,9.3,30,32259,191047,16.9,832,Active,2020-02-27,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN107736,CUST207736,Personal Loan,Bangalore,Self-Employed,320000,13.58,1,28669,466570,6.1,818,Active,2022-11-12,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN107737,CUST207737,Personal Loan,Surat,Business Owner,273000,16.72,2,13461,335061,4,812,Active,2022-04-21,0,2022,2022Q2,Excellent,Low Burden,0,80
LOAN107738,CUST207738,Auto Loan,Hyderabad,Salaried,275000,10.25,5,5877,68947,8.5,661,Defaulted,2020-09-22,70015,2020,2020Q3,Fair,Low Burden,1,80
LOAN107739,CUST207739,Business Loan,Chennai,Business Owner,1552000,15.54,7,30421,54146,56.2,470,NPA,2021-10-29,354466,2021,2021Q4,Very Poor,Critical Burden,1,80
LOAN107740,CUST207740,Education Loan,Mumbai,Self-Employed,890000,8.84,5,18406,376868,4.9,740,Active,2021-11-01,0,2021,2021Q4,Good,Low Burden,0,80
LOAN107741,CUST207741,Education Loan,Hyderabad,Salaried,1268000,9.23,10,16221,65909,24.6,678,Active,2020-09-28,0,2020,2020Q3,Fair,Low Burden,0,80
LOAN107742,CUST207742,Education Loan,Surat,Business Owner,601000,10.86,5,13025,68935,18.9,900,Active,2023-01-20,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN107743,CUST207743,Personal Loan,Jaipur,Salaried,140000,14.69,3,4832,25514,18.9,676,Defaulted,2022-12-26,75562,2022,2022Q4,Fair,Low Burden,1,80
LOAN107744,CUST207744,Business Loan,Kolkata,Self-Employed,1350000,10.61,7,22839,247891,9.2,863,NPA,2022-06-05,475451,2022,2022Q2,Excellent,Low Burden,1,80
LOAN107745,CUST207745,Auto Loan,Mumbai,Business Owner,650000,11.9,5,14426,204480,7.1,690,Active,2020-08-02,0,2020,2020Q3,Fair,Low Burden,0,80
LOAN107746,CUST207746,Auto Loan,Pune,Freelancer,596000,11.35,7,10315,48985,21.1,875,Defaulted,2020-07-28,0,2020,2020Q3,Excellent,Low Burden,1,80
LOAN107747,CUST207747,Home Loan,Chennai,Business Owner,4973000,9.46,10,64241,26612,241.4,363,Defaulted,2021-11-27,2367825,2021,2021Q4,Very Poor,Critical Burden,1,80
LOAN107748,CUST207748,Auto Loan,Kolkata,Business Owner,1063000,9.76,3,34180,27287,125.3,421,Defaulted,2022-04-23,203514,2022,2022Q2,Very Poor,Critical Burden,1,80
LOAN107749,CUST207749,Home Loan,Bangalore,Freelancer,1552000,8.95,30,12432,33726,36.9,546,NPA,2022-10-09,804511,2022,2022Q4,Very Poor,Moderate Burden,1,80
LOAN107750,CUST207750,Business Loan,Mumbai,Business Owner,1310000,13.48,5,30129,182401,16.5,820,Defaulted,2023-02-24,201678,2023,2023Q1,Excellent,Low Burden,1,80
LOAN107751,CUST207751,Education Loan,Surat,Business Owner,1617000,8.23,7,25389,311644,8.1,819,Active,2022-09-27,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN107752,CUST207752,Home Loan,Jaipur,Salaried,880000,7.83,25,6693,71197,9.4,795,Active,2020-02-16,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN107753,CUST207753,Personal Loan,Chennai,Salaried,85000,14.04,3,2907,29368,9.9,745,Closed,2022-02-24,0,2022,2022Q1,Good,Low Burden,0,80
LOAN107754,CUST207754,Business Loan,Ahmedabad,Salaried,1377000,13.8,5,31898,212748,15,761,Active,2020-04-14,0,2020,2020Q2,Excellent,Low Burden,0,80
LOAN107755,CUST207755,Home Loan,Mumbai,Salaried,4928000,9.3,30,40720,54832,74.3,388,Active,2022-02-16,0,2022,2022Q1,Very Poor,Critical Burden,0,80
LOAN107756,CUST207756,Home Loan,Bangalore,Self-Employed,4096000,8.84,30,32487,374387,8.7,653,Active,2020-12-18,0,2020,2020Q4,Fair,Low Burden,0,80
LOAN107757,CUST207757,Business Loan,Hyderabad,Salaried,2314000,12.82,5,52438,29149,179.9,391,NPA,2021-04-20,513018,2021,2021Q2,Very Poor,Critical Burden,1,80
LOAN107758,CUST207758,Business Loan,Kolkata,Business Owner,2242000,10.7,7,38036,50843,74.8,529,Active,2023-05-30,0,2023,2023Q2,Very Poor,Critical Burden,0,80
LOAN107759,CUST207759,Education Loan,Kolkata,Salaried,906000,9.38,10,11664,61069,19.1,803,Active,2023-02-24,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN107760,CUST207760,Business Loan,Bangalore,Business Owner,2090000,14.17,3,71604,469804,15.2,733,Active,2022-07-15,0,2022,2022Q3,Good,Low Burden,0,80
LOAN107761,CUST207761,Education Loan,Bangalore,Business Owner,344000,9.64,10,4478,187181,2.4,844,Defaulted,2023-10-12,152998,2023,2023Q4,Excellent,Low Burden,1,80
LOAN107762,CUST207762,Business Loan,Hyderabad,Business Owner,2235000,10.96,7,38222,48535,78.8,592,Defaulted,2020-01-19,290390,2020,2020Q1,Very Poor,Critical Burden,1,80
LOAN107763,CUST207763,Business Loan,Ahmedabad,Self-Employed,2349000,12.04,10,33756,452541,7.5,759,Defaulted,2021-01-07,1452938,2021,2021Q1,Excellent,Low Burden,1,80
LOAN107764,CUST207764,Auto Loan,Chennai,Salaried,221000,9.38,7,3598,21582,16.7,681,Closed,2021-06-19,0,2021,2021Q2,Fair,Low Burden,0,80
LOAN107765,CUST207765,Business Loan,Delhi,Self-Employed,2821000,13.69,5,65187,36180,180.2,323,Defaulted,2023-11-05,1474117,2023,2023Q4,Very Poor,Critical Burden,1,80
LOAN107766,CUST207766,Auto Loan,Hyderabad,Self-Employed,796000,9.53,5,16729,146631,11.4,888,Closed,2021-10-27,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN107767,CUST207767,Personal Loan,Surat,Freelancer,487000,16.08,2,23864,190759,12.5,835,Closed,2021-05-15,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN107768,CUST207768,Education Loan,Mumbai,Salaried,1730000,10.5,15,19123,50337,38,637,Defaulted,2022-04-28,963869,2022,2022Q2,Poor,Moderate Burden,1,80
LOAN107769,CUST207769,Auto Loan,Hyderabad,Self-Employed,1170000,11.91,3,38810,91583,42.4,580,NPA,2022-05-28,516928,2022,2022Q2,Very Poor,High Burden,1,80
LOAN107770,CUST207770,Auto Loan,Hyderabad,Salaried,1461000,9.91,3,47081,312853,15,718,Active,2022-03-05,0,2022,2022Q1,Good,Low Burden,0,80
LOAN107771,CUST207771,Auto Loan,Surat,Business Owner,1137000,10.5,3,36955,370522,10,823,Active,2023-11-09,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN107772,CUST207772,Auto Loan,Delhi,Business Owner,1431000,11.77,7,25085,49298,50.9,441,Active,2020-06-02,0,2020,2020Q2,Very Poor,High Burden,0,80
LOAN107773,CUST207773,Personal Loan,Chennai,Business Owner,78000,13.72,1,6993,194239,3.6,661,NPA,2020-07-30,27115,2020,2020Q3,Fair,Low Burden,1,80
LOAN107774,CUST207774,Auto Loan,Delhi,Salaried,571000,11.38,7,9891,457640,2.2,883,Active,2023-08-07,0,2023,2023Q3,Excellent,Low Burden,0,80
